"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","4학년(남)","4학년(여)","5학년(남)","5학년(여)","6학년(남)","6학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계","유초등부-유-순회(남)","유초등부-유-순회(여)","유초등부-초-순회(남)","유초등부-초-순회(여)","유초등부-계(남)","유초등부-계(여)","중등부-2학년(남)","중등부-2학년(여)","중등부-3학년(남)","중등부-3학년(여)","중등부-순회(남)","중등부-순회(여)","중등부-계(남)","중등부-계(여)","고등부-1학년(남)","고등부-1학년(여)","고등부-2학년(남)","고등부-2학년(여)","고등부-3학년(남)","고등부-3학년(여)","고등부-순회(남)","고등부-순회(여)","고등부-계(남)","고등부-계(여)","총계(남)","총계(여)","합계","고등부-1학년(남)","고등부-1학년(여)","고등부-2학년(남)","고등부-2학년(여)","고등부-3학년(남)","고등부-3학년(여)","고등부-특수(남)","고등부-특수(여)","고등부-순회(남)","고등부-순회(여)","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010400","01","S010000680","서울정민학교","05","공립","N","","2","0","4","2","3","13","5","4","3","1","4","4","7","6","5","5","","","","6","5","18","12","52","47","5","3","14","6","2","2","26","","6","8","3","5","7","8","6","9","22","30","120","102","222","20","9","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510300","01","S010000681","서울정인학교","05","공립","N","","3","0","9","3","11","1","10","2","13","4","9","2","8","2","12","5","","","","0","0","0","0","63","14","6","5","6","2","0","0","24","","7","1","6","3","10","2","0","0","23","6","135","44","179","25","12","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010900","01","S010000682","서울정진학교","05","공립","N","","0","0","10","7","5","6","8","2","8","3","6","6","7","4","13","6","","","","6","3","8","5","58","36","16","5","11","4","1","0","41","","14","4","16","7","13","5","0","2","43","18","171","82","253","29","13","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153011200","01","S010000683","성베드로학교","05","사립","N","","0","0","7","6","9","3","9","3","8","4","9","3","8","4","10","3","","","","0","0","0","0","50","23","8","5","7","5","0","0","25","","11","4","9","6","7","5","0","0","27","15","121","58","179","19","7","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111011500","01","S010000684","수도사랑의학교","05","사립","N","","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","20","10","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","20","10","30","0","0","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서대문구","1141011400","01","S010000686","연세대학교재활학교","05","사립","N","","3","2","3","4","0","6","2","4","3","4","2","4","6","1","2","3","","","","1","1","2","3","22","29","5","1","3","4","0","0","10","","5","2","2","3","4","4","2","0","13","9","52","49","101","7","3","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010500","01","S010000688","서울정애학교","05","공립","N","","0","0","4","2","3","3","2","4","9","3","6","0","3","2","16","1","","","","0","0","0","0","27","14","7","4","11","4","0","0","34","","8","6","4","2","7","3","0","0","19","11","97","40","137","17","6","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010300","01","S010000691","주몽학교","05","사립","N","","5","3","11","3","7","6","10","1","5","8","8","3","5","3","10","2","","","","0","0","0","0","51","27","9","3","9","3","0","0","28","","7","9","9","7","5","7","0","0","21","23","111","69","180","11","11","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010200","01","S010000694","한국구화학교","05","사립","N","","5","1","10","2","10","2","8","4","11","1","8","3","3","2","8","4","","","","0","0","0","0","55","15","12","5","5","3","0","0","25","","12","6","3","3","8","4","0","0","23","13","117","44","161","14","4","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010900","01","S010000696","한국육영학교","05","사립","N","","3","1","13","1","10","4","9","5","12","1","10","2","9","4","11","3","","","","0","0","0","0","66","18","10","2","12","2","0","0","33","","11","2","11","4","12","4","0","0","34","10","154","43","197","21","8","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510300","01","S010000697","한빛맹학교","05","사립","N","","0","0","2","4","2","0","3","2","1","3","3","2","4","2","2","2","","","","0","0","0","0","15","13","4","3","6","2","0","0","12","","3","1","4","5","2","7","0","0","9","13","54","41","95","18","8","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010500","01","S010002477","은평대영학교","05","사립","N","","2","1","9","3","9","4","10","3","10","3","8","5","9","3","14","7","","","","0","0","0","0","57","22","16","8","9","7","0","0","39","","16","12","17","10","13","14","0","0","46","36","151","85","236","9","5","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111013400","01","S010002520","서울경운학교","05","공립","N","","0","0","4","2","3","3","5","1","4","2","5","2","3","2","6","6","","","","0","0","1","2","25","14","7","4","4","5","2","1","19","","10","3","9","3","4","4","2","1","25","11","81","52","133","12","11","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129010100","01","S010006331","서울다원학교","05","공립","N","","0","0","5","1","5","1","4","2","5","1","5","0","5","1","3","3","","","","1","0","0","0","30","6","3","3","1","1","0","0","7","","7","1","3","2","5","4","0","0","15","7","60","24","84","8","4","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510300","01","S010006400","서울효정학교","05","사립","N","","15","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","15","11","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","15","11","26","0","0","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165011000","01","S010006411","서울나래학교","05","공립","N","","5","3","6","1","5","1","3","3","5","0","2","2","4","3","2","4","","","","3","5","9","7","42","25","6","0","0","1","9","2","17","","1","5","5","0","0","2","2","2","8","9","72","45","117","5","4","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010400","01","S010006412","서울서진학교","05","공립","N","","0","0","9","3","8","4","9","3","9","3","7","5","12","1","8","4","","","","1","2","4","3","59","24","10","2","8","1","0","0","26","","3","3","7","7","8","3","0","0","18","13","118","51","169","15","7","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 도봉구","1132010800","01","S010006471","서울도솔학교","05","공립","N","","0","0","3","4","4","0","2","2","5","1","6","5","4","2","5","3","","","","0","0","0","0","24","14","12","2","6","5","0","0","23","","2","4","8","0","5","2","0","0","15","6","79","33","112","17","3","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000693","청암예술학교","08","사립","N","","0","0","0","0","2","0","","","","","","","0","0","0","0","2","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010005076","한국제과학교","08","사립","N","","9","12","0","0","0","0","","","","","","","0","0","0","0","9","12","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 강남구","1168010300","01","S000003542","국립국악중학교","09","국립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","23","97","18","102","","","58","","17","95","0","0","0","0","","","","","58","294","352","","","","","","","","","","","3","중","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 금천구","1154510300","01","S000005402","국립전통예술중학교","09","국립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","13","62","20","55","","","50","","17","55","0","0","0","0","","","","","50","172","222","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510200","01","S010000627","선화예술중학교","09","사립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","35","234","39","230","","","105","","31","249","0","0","0","0","","","","","105","713","818","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016700","01","S010000687","예원학교","09","사립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","37","267","45","251","","","122","","40","255","0","0","0","0","","","","","122","773","895","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010000695","한국삼육중학교","09","사립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","73","88","65","90","","","210","","72","84","0","0","0","0","","","","","210","262","472","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000675","서울산업정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","67","164","67","231","0","0","0","0","164","67","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144010100","01","S010000685","아현산업정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279","239","279","239","518","0","0","0","0","279","239","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111017500","01","S010000690","종로산업정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","128","237","128","365","0","0","0","0","237","128","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중구","1114016200","01","S010005586","서울실용음악고등학교","10","사립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","39","27","39","66","6","11","5","13","16","15","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010400","01","S010005730","여명학교","10","사립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","26","25","26","51","8","0","3","8","14","18","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111017500","01","S010005841","서울다솜관광고등학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","52","66","52","118","18","22","23","16","25","14","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010006026","서초문화예술정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","85","105","85","190","0","0","0","0","105","85","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010700","01","S010006027","은평문화예술정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","46","113","46","159","0","0","0","0","113","46","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111017500","01","S010006333","오디세이학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","52","40","52","92","40","52","0","0","0","0","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510200","01","S010006380","금천문화예술정보학교","10","공립","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","63","105","63","168","0","0","0","0","105","63","0","0","0","0","4","고","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010800","01","S010005864","지구촌학교","19","사립","N","","1","4","1","4","5","5","3","7","4","0","8","6","0","0","0","0","","","","","","","","22","26","","","","","","","","","","","","","","","","","","","22","26","48","","","","","","","","","","","2-3-4","초-중-고","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 서초구","1165010800","01","S000003511","서울교육대학교부설초등학교","02","국립","N","","48","47","49","46","48","47","48","56","51","57","48","62","5","0","0","0","297","315","612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 종로구","1111016800","01","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","48","49","50","50","51","51","51","51","52","50","52","52","4","2","0","0","308","305","613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000738","서울개일초등학교","02","공립","N","","90","93","87","76","88","88","90","96","87","90","101","92","0","0","0","0","543","535","1078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000741","서울구룡초등학교","02","공립","N","","54","55","56","59","60","55","72","59","69","64","64","68","5","5","0","0","380","365","745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010800","01","S010000742","서울논현초등학교","02","공립","N","","17","17","19","28","19","15","24","22","20","26","23","23","9","4","0","0","131","135","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000743","서울대곡초등학교","02","공립","N","","76","72","73","60","101","92","117","109","130","106","146","124","3","0","0","0","646","563","1209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011800","01","S010000744","서울대도초등학교","02","공립","N","","111","112","145","132","154","156","205","214","199","194","206","197","0","0","0","0","1020","1005","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000745","서울대모초등학교","02","공립","N","","74","49","78","57","84","59","86","64","107","79","104","79","0","0","0","0","533","387","920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011100","01","S010000746","서울대왕초등학교","02","공립","N","","44","47","41","45","48","55","49","45","76","57","84","76","5","0","0","0","347","325","672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000747","서울대진초등학교","02","공립","N","","25","25","25","19","24","23","29","19","24","24","21","12","4","1","0","0","152","123","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000748","서울대청초등학교","02","공립","N","","10","6","6","15","11","5","6","14","12","9","11","4","4","3","0","0","60","56","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000749","서울대치초등학교","02","공립","N","","62","64","98","69","147","104","143","132","194","133","187","160","0","0","0","0","831","662","1493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000750","서울대현초등학교","02","공립","N","","53","52","60","43","66","45","84","44","108","63","117","71","6","1","0","0","494","319","813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000751","서울도곡초등학교","02","공립","N","","53","54","59","66","77","61","79","79","106","79","114","101","3","6","0","0","491","446","937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010100","01","S010000752","서울도성초등학교","02","공립","N","","75","135","140","98","129","160","150","178","178","180","184","228","3","1","0","0","859","980","1839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010600","01","S010000753","서울반원초등학교","02","공립","N","","107","104","110","86","120","91","107","122","133","107","136","126","0","0","0","0","713","636","1349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000754","서울반포초등학교","02","공립","N","","0","0","10","5","10","8","14","5","16","20","68","59","0","0","0","0","118","97","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000755","서울방배초등학교","02","공립","N","","54","69","56","67","56","59","88","79","60","78","85","100","5","5","0","0","404","457","861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000756","서울방일초등학교","02","공립","N","","80","106","74","89","74","74","84","72","83","70","88","80","5","0","0","0","488","491","979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000757","서울방현초등학교","02","공립","N","","18","16","14","10","15","20","16","30","28","19","25","28","0","0","0","0","116","123","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010500","01","S010000758","서울봉은초등학교","02","공립","N","","46","37","45","36","43","38","46","33","53","29","49","34","0","0","0","0","282","207","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010500","01","S010000759","서울삼릉초등학교","02","공립","N","","43","28","45","40","50","35","59","46","54","44","47","38","0","0","0","0","298","231","529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000760","서울서래초등학교","02","공립","N","","93","109","101","111","96","116","130","132","115","130","115","110","13","2","0","0","663","710","1373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000761","서울서원초등학교","02","공립","N","","124","143","135","118","143","124","129","148","121","118","121","88","9","3","0","0","782","742","1524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000762","서울서이초등학교","02","공립","N","","127","143","125","117","103","105","110","148","106","115","118","113","0","0","0","0","689","741","1430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000763","서울서일초등학교","02","공립","N","","46","40","46","42","50","30","49","45","50","39","61","44","6","0","0","0","308","240","548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000764","서울서초초등학교","02","공립","N","","79","90","72","90","94","78","95","76","105","99","89","85","5","0","0","0","539","518","1057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011500","01","S010000765","서울수서초등학교","02","공립","N","","15","19","10","9","16","10","4","13","11","17","13","7","7","2","0","0","76","77","153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010700","01","S010000766","서울신구초등학교","02","공립","N","","49","42","35","35","46","32","45","40","28","36","46","44","6","2","0","0","255","231","486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010600","01","S010000767","서울신동초등학교","02","공립","N","","83","77","101","85","107","83","112","118","142","100","150","121","0","0","0","0","695","584","1279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000768","서울신중초등학교","02","공립","N","","65","62","73","64","76","60","95","72","71","67","101","73","3","3","0","0","484","401","885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000769","서울압구정초등학교","02","공립","N","","66","79","67","70","63","62","101","80","83","89","84","71","0","0","0","0","464","451","915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010200","01","S010000770","서울양재초등학교","02","공립","N","","38","31","64","37","55","48","66","42","52","45","49","47","4","4","0","0","328","254","582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000771","서울양전초등학교","02","공립","N","","33","43","43","43","43","54","43","62","47","56","39","50","3","4","0","0","251","312","563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010900","01","S010000772","서울언남초등학교","02","공립","N","","83","82","113","113","118","95","87","105","81","84","95","74","9","6","0","0","586","559","1145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010400","01","S010000773","서울언북초등학교","02","공립","N","","132","125","142","143","172","129","188","167","173","133","181","155","11","3","0","0","999","855","1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011800","01","S010000774","서울언주초등학교","02","공립","N","","100","112","111","121","128","149","113","138","147","152","119","174","7","6","0","0","725","852","1577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010100","01","S010000775","서울역삼초등학교","02","공립","N","","39","19","29","29","24","33","34","24","38","23","39","22","8","3","0","0","211","153","364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000776","서울영희초등학교","02","공립","N","","29","20","16","22","26","25","21","25","36","28","26","23","11","1","0","0","165","144","309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011500","01","S010000777","서울왕북초등학교","02","공립","N","","82","68","70","63","78","70","88","79","71","63","102","68","8","0","0","0","499","411","910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010300","01","S010000778","서울우암초등학교","02","공립","N","","30","17","23","14","21","23","22","25","23","21","35","25","3","3","0","0","157","128","285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000779","서울원명초등학교","02","공립","N","","101","74","94","107","126","86","112","94","96","90","110","141","0","0","0","0","639","592","1231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000780","서울원촌초등학교","02","공립","N","","91","114","87","88","92","77","107","96","90","98","88","81","10","2","0","0","565","556","1121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000781","서울이수초등학교","02","공립","N","","52","45","40","44","48","46","40","39","60","52","56","41","3","3","0","0","299","270","569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000782","서울일원초등학교","02","공립","N","","92","99","88","73","114","79","120","77","111","85","113","87","3","1","0","0","641","501","1142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000783","서울잠원초등학교","02","공립","N","","149","133","141","114","133","126","153","145","147","130","142","146","0","0","0","0","865","794","1659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000784","서울청담초등학교","02","공립","N","","46","46","44","41","43","34","37","31","37","37","46","53","0","0","0","0","253","242","495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000785","서울포이초등학교","02","공립","N","","42","35","39","39","35","47","30","46","40","41","34","47","3","1","0","0","223","256","479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010800","01","S010000786","서울학동초등학교","02","공립","N","","42","41","47","38","41","38","37","47","39","38","40","45","0","0","0","0","246","247","493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
