"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","4학년(남)","4학년(여)","5학년(남)","5학년(여)","6학년(남)","6학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계","유초등부-유-순회(남)","유초등부-유-순회(여)","유초등부-초-순회(남)","유초등부-초-순회(여)","유초등부-계(남)","유초등부-계(여)","중등부-2학년(남)","중등부-2학년(여)","중등부-3학년(남)","중등부-3학년(여)","중등부-순회(남)","중등부-순회(여)","중등부-계(남)","중등부-계(여)","고등부-1학년(남)","고등부-1학년(여)","고등부-2학년(남)","고등부-2학년(여)","고등부-3학년(남)","고등부-3학년(여)","고등부-순회(남)","고등부-순회(여)","고등부-계(남)","고등부-계(여)","총계(남)","총계(여)","합계","고등부-1학년(남)","고등부-1학년(여)","고등부-2학년(남)","고등부-2학년(여)","고등부-3학년(남)","고등부-3학년(여)","고등부-특수(남)","고등부-특수(여)","고등부-순회(남)","고등부-순회(여)","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111011300","01","S010000444","배화여자고등학교","04","사립","N","","0","171","0","168","0","179","","","","","","","0","0","0","0","0","518","518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000445","백암고등학교","04","사립","N","","155","165","186","139","159","164","","","","","","","0","0","0","0","500","468","968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011100","01","S010000446","보성고등학교","04","사립","N","","241","0","260","0","295","0","","","","","","","0","0","0","0","796","0","796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117010200","01","S010000447","보성여자고등학교","04","사립","N","","0","132","0","124","0","140","","","","","","","0","0","0","0","0","396","396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000448","삼성고등학교","04","공립","N","","43","59","60","62","65","62","","","","","","","7","5","0","0","175","188","363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000449","상계고등학교","04","공립","N","","234","0","223","0","273","0","","","","","","","11","0","0","0","741","0","741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111018500","01","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","0","134","0","133","0","156","","","","","","","0","0","0","0","0","423","423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000451","상명고등학교","04","사립","N","","127","142","141","131","161","136","","","","","","","0","0","0","0","429","409","838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010100","01","S010000452","상문고등학교","04","사립","N","","388","0","357","0","370","0","","","","","","","0","0","0","0","1115","0","1115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010300","01","S010000453","상일여자고등학교","04","사립","N","","0","249","0","212","0","198","","","","","","","0","0","0","0","0","659","659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000454","서라벌고등학교","04","사립","N","","354","0","332","0","362","0","","","","","","","0","0","0","0","1048","0","1048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010100","01","S010000455","서문여자고등학교","04","사립","N","","0","313","0","269","0","291","","","","","","","0","0","0","0","0","873","873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000456","서울고등학교","04","공립","N","","396","0","398","0","405","0","","","","","","","17","0","0","0","1216","0","1216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000458","서울미술고등학교","04","사립","N","","30","154","33","143","29","151","","","","","","","0","0","0","0","92","448","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011500","01","S010000459","서울세종고등학교","04","사립","N","","86","99","72","95","88","94","","","","","","","5","1","0","0","251","289","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144010900","01","S010000460","서울여자고등학교","04","공립","N","","0","271","0","236","0","272","","","","","","","0","9","0","0","0","788","788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011100","01","S010000461","서울체육고등학교","04","공립","N","","78","34","80","42","74","48","","","","","","","0","0","0","0","232","124","356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000463","서초고등학교","04","공립","N","","160","104","122","115","131","161","","","","","","","11","4","0","0","424","384","808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129013900","01","S010000464","석관고등학교","04","공립","N","","101","126","94","125","92","122","","","","","","","0","0","0","0","287","373","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 도봉구","1132010500","01","S010000465","선덕고등학교","04","사립","N","","386","0","375","0","355","0","","","","","","","0","0","0","0","1116","0","1116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010400","01","S010000466","선일여자고등학교","04","사립","N","","0","250","0","211","0","247","","","","","","","0","0","0","0","0","708","708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010400","01","S010000467","선정고등학교","04","사립","N","","202","171","171","188","166","200","","","","","","","0","0","0","0","539","559","1098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000468","성남고등학교","04","사립","N","","328","0","312","0","344","0","","","","","","","0","0","0","0","984","0","984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중구","1114016200","01","S010000469","성동고등학교","04","공립","N","","140","0","118","0","145","0","","","","","","","8","0","0","0","411","0","411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000470","성보고등학교","04","사립","N","","212","0","196","0","203","0","","","","","","","0","0","0","0","611","0","611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129010300","01","S010000471","성신여자고등학교","04","사립","N","","0","218","0","186","0","203","","","","","","","0","0","0","0","0","607","607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117011800","01","S010000472","성심여자고등학교","04","사립","N","","0","134","0","125","0","161","","","","","","","0","15","0","0","0","435","435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010700","01","S010000473","세화고등학교","04","사립","N","","355","0","348","0","354","0","","","","","","","0","0","0","0","1057","0","1057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010700","01","S010000474","세화여자고등학교","04","사립","N","","0","349","0","344","0","347","","","","","","","0","0","0","0","0","1040","1040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010500","01","S010000475","송곡고등학교","04","사립","N","","234","0","199","0","199","0","","","","","","","0","0","0","0","632","0","632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010500","01","S010000476","송곡여자고등학교","04","사립","N","","0","230","0","194","0","227","","","","","","","0","16","0","0","0","667","667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010900","01","S010000477","수도여자고등학교","04","공립","N","","0","274","0","265","0","276","","","","","","","0","12","0","0","0","827","827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000478","수락고등학교","04","공립","N","","91","84","84","84","91","82","","","","","","","12","3","0","0","278","253","531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011800","01","S010000479","숙명여자고등학교","04","사립","N","","0","382","0","352","0","390","","","","","","","0","0","0","0","0","1124","1124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144010800","01","S010000480","숭문고등학교","04","사립","N","","204","0","132","0","159","0","","","","","","","0","0","0","0","495","0","495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010900","01","S010000481","숭실고등학교","04","사립","N","","352","0","328","0","341","0","","","","","","","19","0","0","0","1040","0","1040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000482","숭의여자고등학교","04","사립","N","","0","243","0","227","0","259","","","","","","","0","0","0","0","0","729","729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117011100","01","S010000483","신광여자고등학교","04","사립","N","","0","87","0","69","0","90","","","","","","","0","0","0","0","0","246","246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000484","신림고등학교","04","공립","N","","51","105","52","107","62","77","","","","","","","12","7","0","0","177","296","473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000485","신목고등학교","04","공립","N","","135","214","159","191","168","184","","","","","","","13","3","0","0","475","592","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510100","01","S010000486","신일고등학교","04","사립","N","","350","0","331","0","326","0","","","","","","","0","0","0","0","1007","0","1007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000487","양재고등학교","04","공립","N","","167","124","153","114","172","132","","","","","","","0","0","0","0","492","370","862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010200","01","S010000488","양정고등학교","04","사립","N","","351","0","344","0","326","0","","","","","","","0","0","0","0","1021","0","1021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000489","양천고등학교","04","사립","N","","297","0","285","0","291","0","","","","","","","0","0","0","0","873","0","873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000490","목동고등학교","04","사립","N","","0","369","0","339","0","356","","","","","","","0","0","0","0","0","1064","1064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010200","01","S010000491","언남고등학교","04","공립","N","","112","102","94","94","100","96","","","","","","","8","7","0","0","314","299","613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156011000","01","S010000492","여의도고등학교","04","공립","N","","271","0","234","0","251","0","","","","","","","13","0","0","0","769","0","769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156011000","01","S010000493","여의도여자고등학교","04","공립","N","","0","186","0","173","0","198","","","","","","","0","6","0","0","0","563","563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010200","01","S010000494","염광고등학교","04","사립","N","","105","104","93","98","105","121","","","","","","","0","0","0","0","303","323","626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010400","01","S010000495","영동고등학교","04","사립","N","","249","0","245","0","303","0","","","","","","","0","0","0","0","797","0","797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010100","01","S010000496","영동일고등학교","04","사립","N","","150","152","147","153","161","158","","","","","","","0","0","0","0","458","463","921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000497","영등포고등학교","04","공립","N","","163","0","173","0","186","0","","","","","","","13","0","0","0","535","0","535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000498","영등포여자고등학교","04","공립","N","","0","168","0","127","0","131","","","","","","","0","8","0","0","0","434","434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000499","영락고등학교","04","사립","N","","79","100","72","91","71","81","","","","","","","0","0","0","0","222","272","494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000500","서울영상고등학교","04","사립","N","","58","75","49","76","59","80","","","","","","","0","0","0","0","166","231","397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000501","영신고등학교","04","공립","N","","113","104","108","84","110","85","","","","","","","12","2","0","0","343","275","618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000502","영신여자고등학교","04","사립","N","","0","230","0","238","0","275","","","","","","","0","17","0","0","0","760","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010200","01","S010000503","영일고등학교","04","사립","N","","269","0","250","0","298","0","","","","","","","0","0","0","0","817","0","817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010300","01","S010000504","영파여자고등학교","04","사립","N","","0","272","0","260","0","281","","","","","","","0","0","0","0","0","813","813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510100","01","S010000505","영훈고등학교","04","사립","N","","166","164","155","161","163","165","","","","","","","2","0","0","0","486","490","976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010500","01","S010000506","예일여자고등학교","04","사립","N","","0","282","0","228","0","300","","","","","","","0","0","0","0","0","810","810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011200","01","S010000507","오금고등학교","04","공립","N","","106","160","129","140","139","144","","","","","","","0","0","0","0","374","444","818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010900","01","S010000508","오류고등학교","04","사립","N","","0","180","0","128","0","150","","","","","","","0","0","0","0","0","458","458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117013600","01","S010000509","오산고등학교","04","사립","N","","133","0","144","0","174","0","","","","","","","0","0","0","0","451","0","451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129012200","01","S010000510","용문고등학교","04","사립","N","","282","0","283","0","288","0","","","","","","","0","0","0","0","853","0","853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117010200","01","S010000511","용산고등학교","04","공립","N","","245","0","285","0","295","0","","","","","","","12","0","0","0","837","0","837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000512","용화여자고등학교","04","사립","N","","0","242","0","241","0","292","","","","","","","0","0","0","0","0","775","775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010900","01","S010000513","우신고등학교","04","사립","N","","245","0","237","0","226","0","","","","","","","0","0","0","0","708","0","708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011800","01","S010000514","은광여자고등학교","04","사립","N","","0","240","0","213","0","259","","","","","","","0","0","0","0","0","712","712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138011400","01","S010000515","은평메디텍고등학교","04","사립","N","","89","46","106","36","87","44","","","","","","","0","0","0","0","282","126","408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중구","1114016700","01","S010000516","이화여자고등학교","04","사립","N","","0","399","0","381","0","370","","","","","","","0","0","0","0","0","1150","1150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서대문구","1141011300","01","S010000517","이화여자대학교사범대학부속이화금란고등학교","04","사립","N","","97","272","97","261","118","247","","","","","","","0","0","0","0","312","780","1092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서대문구","1141010100","01","S010000518","인창고등학교","04","사립","N","","154","0","155","0","185","0","","","","","","","0","0","0","0","494","0","494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000519","인헌고등학교","04","공립","N","","89","64","61","71","62","85","","","","","","","0","0","0","0","212","220","432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510500","01","S010000521","자양고등학교","04","공립","N","","167","128","142","119","155","127","","","","","","","8","6","0","0","472","380","852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010100","01","S010000522","잠신고등학교","04","공립","N","","132","107","118","100","135","102","","","","","","","7","2","0","0","392","311","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010200","01","S010000523","잠실고등학교","04","공립","N","","199","0","190","0","227","0","","","","","","","0","0","0","0","616","0","616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010400","01","S010000524","잠실여자고등학교","04","사립","N","","0","287","0","270","0","323","","","","","","","0","0","0","0","0","880","880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중구","1114016200","01","S010000525","장충고등학교","04","사립","N","","121","0","107","0","135","0","","","","","","","0","0","0","0","363","0","363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000526","장훈고등학교","04","사립","N","","149","0","155","0","229","0","","","","","","","0","0","0","0","533","0","533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000527","재현고등학교","04","사립","N","","277","0","269","0","319","0","","","","","","","0","0","0","0","865","0","865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010100","01","S010000528","정신여자고등학교","04","사립","N","","0","283","0","296","0","331","","","","","","","0","0","0","0","0","910","910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 도봉구","1132010500","01","S010000529","정의여자고등학교","04","사립","N","","0","243","0","216","0","238","","","","","","","0","0","0","0","0","697","697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117012900","01","S010000530","중경고등학교","04","공립","N","","60","64","59","66","54","79","","","","","","","3","2","0","0","176","211","387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011400","01","S010000531","중동고등학교","04","사립","N","","360","0","359","0","363","0","","","","","","","0","0","0","0","1082","0","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011400","01","S010000532","중산고등학교","04","사립","N","","294","0","266","0","320","0","","","","","","","0","0","0","0","880","0","880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111014800","01","S010000533","중앙고등학교","04","사립","N","","296","0","258","0","275","0","","","","","","","0","0","0","0","829","0","829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011800","01","S010000534","중앙대학교사범대학부속고등학교","04","사립","N","","135","200","125","177","136","190","","","","","","","0","0","0","0","396","567","963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서대문구","1141011000","01","S010000535","중앙여자고등학교","04","사립","N","","0","170","0","139","0","174","","","","","","","0","0","0","0","0","483","483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010300","01","S010000536","중화고등학교","04","공립","N","","107","80","82","86","74","107","","","","","","","8","3","0","0","271","276","547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010200","01","S010000537","진명여자고등학교","04","사립","N","","0","414","0","402","0","415","","","","","","","0","0","0","0","0","1231","1231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010100","01","S010000538","진선여자고등학교","04","사립","N","","0","289","0","280","0","308","","","","","","","0","0","0","0","0","877","877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011100","01","S010000539","창덕여자고등학교","04","공립","N","","0","157","0","138","0","155","","","","","","","0","4","0","0","0","454","454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
