"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","상담실적(내부상담전문가)","상담실적(내부상담전문가실시여부)","상담실적(외부상담전문가)","상담실적(외부상담전문가실시여부)","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120011400","01","S010005212","경일중학교","03","공립","N","","529","Y","2","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010500","01","S010005240","마장중학교","03","공립","N","","489","Y","32","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010300","01","S010005271","개운중학교","03","공립","N","","492","Y","240","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510400","01","S010005286","양진중학교","03","공립","N","","384","Y","20","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010100","01","S010005287","염경중학교","03","공립","N","","302","Y","33","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010005289","효문중학교","03","공립","N","","304","Y","16","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012700","01","S010005366","상암중학교","03","공립","N","","469","Y","265","Y","3","중","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010600","01","S010005497","수명중학교","03","공립","N","","453","Y","69","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138011400","01","S010005510","진관중학교","03","공립","N","","360","Y","51","Y","3","중","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 양천구","1147010200","01","S010005515","목운중학교","03","공립","N","","548","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510100","01","S010005516","솔샘중학교","03","공립","N","","286","Y","16","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011100","01","S010005519","인왕중학교","03","공립","N","","519","Y","276","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010900","01","S010005520","문현중학교","03","공립","N","","406","Y","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174011000","01","S010005526","강명중학교","03","공립","N","","245","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174011000","01","S010005540","강동중학교","03","공립","N","","1255","Y","179","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138011400","01","S010005561","신도중학교","03","공립","N","","623","Y","48","Y","3","중","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144011000","01","S010005569","창천중학교","03","공립","N","","331","Y","22","Y","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153011100","01","S010005571","천왕중학교","03","공립","N","","683","Y","74","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011900","01","S010005592","가재울중학교","03","공립","N","","697","Y","0","N","3","중","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013400","01","S010005595","길음중학교","03","공립","N","","411","Y","12","Y","3","중","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010500","01","S010005596","마곡중학교","03","공립","N","","561","Y","16","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013600","01","S010005612","숭곡중학교","03","공립","N","","207","Y","50","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011200","01","S010005829","세곡중학교","03","공립","N","","680","Y","0","N","3","중","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010900","01","S010006041","송례중학교","03","공립","N","","0","N","27","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165011100","01","S010006334","내곡중학교","03","공립","N","","178","Y","0","N","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153011200","01","S010006401","항동중학교","03","공립","N","","0","N","8","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156013200","01","S010006402","신길중학교","03","공립","N","","0","N","0","N","3","중","2021"
"서울특별시교육청","B100000001","서울특별시강서양천교육지원청","B100000271","서울특별시 강서구","1150010500","01","S010006403","마곡하늬중학교","03","공립","N","","256","Y","13","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010006434","해누리중학교","03","공립","N","","955","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174011000","01","S010006545","강빛중학교","03","공립","N","","0","N","0","N","","","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 강남구","1168010300","01","S000003540","국립국악고등학교","04","국립","N","","437","Y","0","N","","","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 성북구","1129013500","01","S000003561","서울대학교사범대학부설고등학교","04","국립","N","","668","Y","0","N","","","2021"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 금천구","1154510300","01","S000005401","국립전통예술고등학교","04","국립","N","","103","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010400","01","S010000370","가락고등학교","04","공립","N","","509","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010300","01","S010000371","강동고등학교","04","사립","N","","183","Y","45","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010200","01","S010000372","강서고등학교","04","사립","N","","192","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010300","01","S010000373","개포고등학교","04","공립","N","","356","Y","2","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510700","01","S010000374","건국대학교사범대학부속고등학교","04","사립","N","","462","Y","1","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010500","01","S010000375","경기고등학교","04","공립","N","","270","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010300","01","S010000376","경기여자고등학교","04","공립","N","","426","Y","0","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129011300","01","S010000377","경동고등학교","04","공립","N","","361","Y","11","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010600","01","S010000378","경문고등학교","04","사립","N","","130","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111010100","01","S010000379","경복고등학교","04","공립","N","","199","Y","21","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010200","01","S010000380","경복여자고등학교","04","사립","N","","116","Y","12","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144012400","01","S010000381","경성고등학교","04","사립","N","","150","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111016900","01","S010000382","경신고등학교","04","사립","N","","295","Y","22","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010600","01","S010000383","경인고등학교","04","공립","N","","516","Y","87","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동대문구","1123010800","01","S010000384","경희고등학교","04","사립","N","","314","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동대문구","1123010800","01","S010000385","경희여자고등학교","04","사립","N","","318","Y","71","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129013400","01","S010000386","계성고등학교","04","사립","N","","413","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129013300","01","S010000387","고려대학교사범대학부속고등학교","04","사립","N","","398","Y","10","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010600","01","S010000388","고척고등학교","04","공립","N","","405","Y","12","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010500","01","S010000389","공항고등학교","04","공립","N","","492","Y","30","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156012600","01","S010000390","관악고등학교","04","공립","N","","495","Y","34","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510400","01","S010000391","광남고등학교","04","공립","N","","456","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010200","01","S010000392","광문고등학교","04","사립","N","","216","Y","69","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144011100","01","S010000393","광성고등학교","04","사립","N","","83","Y","25","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000394","광신고등학교","04","사립","N","","241","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510500","01","S010000395","광양고등학교","04","공립","N","","864","Y","12","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010300","01","S010000396","광영고등학교","04","사립","N","","278","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010300","01","S010000397","광영여자고등학교","04","사립","N","","213","Y","4","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010200","01","S010000398","구로고등학교","04","공립","N","","262","Y","16","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 구로구","1153010200","01","S010000399","구일고등학교","04","공립","N","","530","Y","40","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011000","01","S010000400","압구정고등학교","04","공립","N","","186","Y","12","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000401","금옥여자고등학교","04","공립","N","","250","Y","109","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510300","01","S010000402","금천고등학교","04","공립","N","","265","Y","2","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000403","남강고등학교","04","사립","N","","0","N","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000404","노원고등학교","04","공립","N","","268","Y","13","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010600","01","S010000405","단국대학교사범대학부속고등학교","04","사립","N","","204","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000406","당곡고등학교","04","공립","N","","157","Y","11","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동대문구","1123010100","01","S010000407","대광고등학교","04","사립","N","","556","Y","30","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010400","01","S010000408","대성고등학교","04","사립","N","","291","Y","24","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111018100","01","S010000409","대신고등학교","04","사립","N","","93","Y","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000410","대영고등학교","04","공립","N","","480","Y","10","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510100","01","S010000411","대원고등학교","04","사립","N","","842","Y","61","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510100","01","S010000412","대원여자고등학교","04","사립","N","","540","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010200","01","S010000413","대일고등학교","04","사립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010400","01","S010000414","대진고등학교","04","사립","N","","134","Y","96","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000415","대진여자고등학교","04","사립","N","","116","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011500","01","S010000416","대진디자인고등학교","04","사립","N","","456","Y","11","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111014100","01","S010000417","덕성여자고등학교","04","사립","N","","350","Y","30","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010600","01","S010000418","덕원여자고등학교","04","사립","N","","183","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510200","01","S010000419","독산고등학교","04","공립","N","","182","Y","84","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동대문구","1123010600","01","S010000420","동국대학교사범대학부속고등학교","04","사립","N","","795","Y","2","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010100","01","S010000421","동덕여자고등학교","04","사립","N","","607","Y","24","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010600","01","S010000422","동명여자고등학교","04","사립","N","","0","N","250","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010600","01","S010000423","동북고등학교","04","사립","N","","0","N","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111016900","01","S010000424","동성고등학교","04","사립","N","","845","Y","24","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510300","01","S010000425","동일여자고등학교","04","사립","N","","403","Y","24","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510300","01","S010000426","서울매그넷고등학교","04","사립","N","","791","Y","70","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010700","01","S010000427","동작고등학교","04","공립","N","","714","Y","8","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010600","01","S010000428","둔촌고등학교","04","공립","N","","291","Y","3","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010200","01","S010000429","마포고등학교","04","사립","N","","263","Y","143","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010100","01","S010000430","면목고등학교","04","공립","N","","173","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010600","01","S010000431","명덕고등학교","04","사립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010600","01","S010000432","명덕여자고등학교","04","사립","N","","364","Y","1","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 광진구","1121510300","01","S010000433","동국대학교사범대학부속여자고등학교","04","사립","N","","824","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010100","01","S010000434","명일여자고등학교","04","공립","N","","344","Y","27","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서대문구","1141011800","01","S010000435","명지고등학교","04","사립","N","","455","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성동구","1120010700","01","S010000436","무학여자고등학교","04","공립","N","","987","Y","19","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000437","서울문영여자고등학교","04","사립","N","","130","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 금천구","1154510300","01","S010000438","문일고등학교","04","사립","N","","63","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000439","미림여자고등학교","04","사립","N","","185","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010700","01","S010000440","반포고등학교","04","공립","N","","501","Y","32","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010600","01","S010000441","배명고등학교","04","사립","N","","221","Y","4","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117010800","01","S010000442","배문고등학교","04","사립","N","","173","Y","45","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010200","01","S010000443","배재고등학교","04","사립","N","","441","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111011300","01","S010000444","배화여자고등학교","04","사립","N","","146","Y","10","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000445","백암고등학교","04","사립","N","","311","Y","22","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011100","01","S010000446","보성고등학교","04","사립","N","","133","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117010200","01","S010000447","보성여자고등학교","04","사립","N","","200","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000448","삼성고등학교","04","공립","N","","170","Y","20","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000449","상계고등학교","04","공립","N","","595","Y","48","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 종로구","1111018500","01","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","333","Y","4","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000451","상명고등학교","04","사립","N","","160","Y","43","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010100","01","S010000452","상문고등학교","04","사립","N","","262","Y","0","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강동구","1174010300","01","S010000453","상일여자고등학교","04","사립","N","","185","Y","18","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000454","서라벌고등학교","04","사립","N","","356","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010100","01","S010000455","서문여자고등학교","04","사립","N","","324","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000456","서울고등학교","04","공립","N","","312","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000458","서울미술고등학교","04","사립","N","","457","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011500","01","S010000459","서울세종고등학교","04","사립","N","","386","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144010900","01","S010000460","서울여자고등학교","04","공립","N","","757","Y","8","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171011100","01","S010000461","서울체육고등학교","04","공립","N","","1225","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000463","서초고등학교","04","공립","N","","720","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129013900","01","S010000464","석관고등학교","04","공립","N","","410","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 도봉구","1132010500","01","S010000465","선덕고등학교","04","사립","N","","257","Y","4","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010400","01","S010000466","선일여자고등학교","04","사립","N","","0","N","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010400","01","S010000467","선정고등학교","04","사립","N","","480","Y","30","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000468","성남고등학교","04","사립","N","","131","Y","4","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중구","1114016200","01","S010000469","성동고등학교","04","공립","N","","310","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000470","성보고등학교","04","사립","N","","754","Y","7","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 성북구","1129010300","01","S010000471","성신여자고등학교","04","사립","N","","111","Y","42","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117011800","01","S010000472","성심여자고등학교","04","사립","N","","652","Y","80","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010700","01","S010000473","세화고등학교","04","사립","N","","319","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010700","01","S010000474","세화여자고등학교","04","사립","N","","289","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010500","01","S010000475","송곡고등학교","04","사립","N","","210","Y","55","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 중랑구","1126010500","01","S010000476","송곡여자고등학교","04","사립","N","","187","Y","15","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010900","01","S010000477","수도여자고등학교","04","공립","N","","654","Y","40","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010500","01","S010000478","수락고등학교","04","공립","N","","301","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168011800","01","S010000479","숙명여자고등학교","04","사립","N","","468","Y","1","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 마포구","1144010800","01","S010000480","숭문고등학교","04","사립","N","","126","Y","12","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 은평구","1138010900","01","S010000481","숭실고등학교","04","사립","N","","289","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000482","숭의여자고등학교","04","사립","N","","365","Y","67","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 용산구","1117011100","01","S010000483","신광여자고등학교","04","사립","N","","144","Y","2","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010200","01","S010000484","신림고등학교","04","공립","N","","969","Y","23","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000485","신목고등학교","04","공립","N","","372","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강북구","1130510100","01","S010000486","신일고등학교","04","사립","N","","561","Y","8","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010800","01","S010000487","양재고등학교","04","공립","N","","370","Y","51","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010200","01","S010000488","양정고등학교","04","사립","N","","225","Y","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000489","양천고등학교","04","사립","N","","126","Y","46","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000490","목동고등학교","04","사립","N","","0","N","32","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165010200","01","S010000491","언남고등학교","04","공립","N","","258","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156011000","01","S010000492","여의도고등학교","04","공립","N","","415","Y","7","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156011000","01","S010000493","여의도여자고등학교","04","공립","N","","792","Y","46","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010200","01","S010000494","염광고등학교","04","사립","N","","408","Y","28","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강남구","1168010400","01","S010000495","영동고등학교","04","사립","N","","0","N","0","N","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 송파구","1171010100","01","S010000496","영동일고등학교","04","사립","N","","270","Y","0","N","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 동작구","1159010800","01","S010000497","영등포고등학교","04","공립","N","","142","Y","370","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000498","영등포여자고등학교","04","공립","N","","590","Y","20","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 관악구","1162010100","01","S010000499","영락고등학교","04","사립","N","","251","Y","32","Y","","","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 양천구","1147010100","01","S010000500","서울영상고등학교","04","사립","N","","353","Y","91","Y","4","고","2021"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010000501","영신고등학교","04","공립","N","","784","Y","35","Y","4","고","2021"
