"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교수학습공간 일반교실","교수학습공간 교과교실","교수학습공간 특별교실","교수학습공간 수준별교실","교수학습공간 기타","학습지원공간 시청각실","학습지원공간 컴퓨터실","학습지원공간 멀티미디어실","학습지원공간 가타","교원지원공간","관리행정공간","체육집회공간","보건실","학생탈의실","학생샤워실","남자화장실","여자화장실","공용화장실","학생식당","기숙사실수","기타공간","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156013300","01","S010001174","대림중학교","03","공립","N","","22","2","8","2","2","1","","1","","13","13","1","1","","","11","11","1","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156013200","01","S010001175","대영중학교","03","공립","N","","25","","10","1","2","","","","","2","9","","1","","","9","9","1","","","3","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510300","01","S010001176","동일중학교","03","사립","N","","21","4","8","","2","1","1","3","","5","15","1","1","1","","8","8","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156012400","01","S010001177","문래중학교","03","공립","N","","24","","10","","","","1","","","1","11","1","1","2","","8","8","","","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510200","01","S010001178","문성중학교","03","공립","N","","16","8","8","","","","1","2","","6","13","1","1","2","","4","4","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510300","01","S010001179","문일중학교","03","사립","N","","21","","4","","","","","","","1","8","1","1","","","4","1","","1","","5","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510200","01","S010001180","세일중학교","03","공립","N","","17","10","7","","","","1","1","2","6","16","1","1","4","","9","9","","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510300","01","S010001181","시흥중학교","03","공립","N","","33","3","11","","3","1","","3","","9","11","2","1","4","","11","12","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010100","01","S010001182","신도림중학교","03","공립","N","","36","2","9","","","","1","1","","8","23","2","1","2","","10","11","","2","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510200","01","S010001183","안천중학교","03","공립","N","","19","4","11","","2","1","","1","","6","23","1","1","3","","11","12","1","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156012700","01","S010001184","선유중학교","03","공립","N","","17","8","8","3","","1","","","","7","11","1","1","2","","8","8","","4","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156012100","01","S010001185","양화중학교","03","공립","N","","26","","9","","","","1","13","2","6","20","1","1","4","","13","13","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156011000","01","S010001186","여의도중학교","03","공립","N","","31","9","16","8","1","2","1","1","","3","17","2","1","4","","15","15","5","1","","8","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001566","성남중학교","03","사립","N","","24","","6","","1","1","","","","1","3","","","","","4","1","","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156013300","01","S010001187","영남중학교","03","공립","N","","24","2","10","3","2","","","2","2","4","28","3","1","5","","11","11","","2","","5","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010200","01","S010001188","영림중학교","03","공립","N","","40","","19","","","","1","","","8","17","1","1","","","14","14","","1","","5","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010200","01","S010001189","영서중학교","03","공립","N","","27","19","3","","","1","","","","3","13","2","1","2","","6","5","","1","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156010100","01","S010001190","영원중학교","03","공립","N","","25","3","13","","","1","","","","13","11","1","1","8","","9","9","","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010800","01","S010001191","오남중학교","03","공립","N","","24","2","7","","","","","1","","7","11","1","1","","","9","9","","","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010700","01","S010001192","경인중학교","03","공립","N","","26","6","3","5","1","","","","","1","12","1","1","","","8","8","","1","","14","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010600","01","S010001193","오류중학교","03","공립","N","","19","4","13","","","1","1","2","2","11","16","3","1","2","","13","13","1","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 구로구","1153010900","01","S010001194","우신중학교","03","사립","N","","18","","7","","","","","","","2","13","1","1","","","4","1","","","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 영등포구","1156011000","01","S010001195","윤중중학교","03","공립","N","","28","6","8","3","6","","","4","","7","13","2","2","4","","10","10","1","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시남부교육지원청","B100000282","서울특별시 금천구","1154510300","01","S010001196","한울중학교","03","공립","N","","25","","9","1","1","1","","5","2","3","22","1","1","4","","12","13","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010800","01","S010001363","경희여자중학교","03","사립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","","","","","","","","","","","","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010800","01","S010001364","경희중학교","03","사립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010100","01","S010001365","대광중학교","03","사립","N","","15","1","","","2","","","","","2","7","","1","","","1","1","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010600","01","S010001367","동국대학교사범대학부속중학교","03","사립","N","","20","3","5","","","1","","4","","2","21","","1","","","6","2","1","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010400","01","S010001368","동대문중학교","03","공립","N","","24","15","4","","","1","","","","7","16","1","1","6","","9","9","4","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010500","01","S010001369","동원중학교","03","공립","N","","14","10","12","5","","1","","","2","10","18","1","1","1","","10","10","","1","2","5","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001370","면목중학교","03","공립","N","","23","7","17","","5","","1","2","2","5","28","1","1","6","","12","12","2","2","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010500","01","S010001371","봉화중학교","03","공립","N","","16","10","7","","1","","2","1","","7","20","1","1","5","","12","10","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010200","01","S010001372","상봉중학교","03","공립","N","","28","","9","","3","1","","3","","3","19","1","1","3","","9","9","1","2","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010300","01","S010001373","성일중학교","03","공립","N","","2","23","6","","3","1","","1","2","12","11","1","1","5","","12","12","3","1","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010500","01","S010001374","송곡여자중학교","03","사립","N","","12","4","","","","1","","1","","1","7","","1","","","5","9","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010500","01","S010001375","숭인중학교","03","공립","N","","16","4","8","4","4","1","2","","","16","16","2","1","5","","7","7","","1","","6","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010200","01","S010001376","신현중학교","03","공립","N","","29","","9","4","3","1","","","","3","19","1","1","3","","9","9","","1","","3","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010500","01","S010001377","영란여자중학교","03","사립","N","","16","4","4","","3","","","4","","3","7","","1","","","2","5","","","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001378","용마중학교","03","공립","N","","23","","10","3","3","1","1","1","","6","16","1","1","2","","12","12","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010400","01","S010001379","원묵중학교","03","공립","N","","33","6","11","","1","1","","2","","2","16","1","1","5","","14","14","","1","","8","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010300","01","S010001380","장안중학교","03","공립","N","","22","6","9","","1","1","","3","","3","21","1","1","6","","10","10","","2","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010600","01","S010001381","장평중학교","03","공립","N","","28","12","10","","5","","1","2","3","6","16","1","1","2","","10","10","","2","","4","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010400","01","S010001382","전농중학교","03","공립","N","","18","6","9","3","","","","3","","5","23","1","1","","","8","8","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010900","01","S010001383","전동중학교","03","공립","N","","20","2","7","","","1","","2","2","3","21","2","1","","","10","11","","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010400","01","S010001384","전일중학교","03","공립","N","","18","6","8","","","1","1","1","","5","26","1","1","4","","11","11","3","2","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010300","01","S010001385","정화여자중학교","03","사립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","","","","","","","","","","","","","","","","","","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010300","01","S010001386","중랑중학교","03","공립","N","","17","1","10","4","4","1","","8","","8","19","1","1","4","","11","11","1","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010100","01","S010001387","중화중학교","03","공립","N","","24","7","11","","4","","1","2","4","4","26","2","1","4","","12","12","4","1","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010700","01","S010001388","청량중학교","03","공립","N","","21","","11","6","3","","","6","4","20","19","1","1","7","","8","8","2","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010400","01","S010001389","태릉중학교","03","공립","N","","20","3","13","","","","","7","","3","7","3","1","1","","2","3","5","4","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 중랑구","1126010500","01","S010001391","혜원여자중학교","03","사립","N","","17","","10","","1","1","","","","4","9","","1","","","1","7","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010900","01","S010001392","휘경여자중학교","03","사립","N","","19","4","10","3","","","","","","3","6","","1","","","3","12","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동부교육지원청","B100000293","서울특별시 동대문구","1123010900","01","S010001393","휘경중학교","03","공립","N","","17","4","8","1","1","1","","1","","3","12","1","1","7","","11","11","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001545","강남중학교","03","공립","N","","19","4","10","","3","1","","","2","1","15","1","1","2","","8","8","","1","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001546","강현중학교","03","공립","N","","16","6","13","","1","","","","","2","17","1","1","6","","10","10","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001547","관악중학교","03","공립","N","","16","5","7","","1","","","5","","7","17","1","1","","","9","9","","1","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001548","광신중학교","03","사립","N","","13","","8","1","2","","","","","","5","","1","","","","","7","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001549","국사봉중학교","03","공립","N","","15","2","10","","3","","","2","","6","13","1","1","2","","12","12","","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001550","난우중학교","03","공립","N","","23","5","9","","2","","","5","","2","25","2","1","3","","13","13","","1","","6","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001551","남강중학교","03","사립","N","","16","","8","","","","1","2","","4","10","","1","","","2","1","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001552","남서울중학교","03","공립","N","","","19","12","","1","1","","3","","7","16","1","1","12","","7","7","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001553","남성중학교","03","공립","N","","14","6","11","5","","","1","2","2","3","21","1","1","2","","7","7","2","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001554","당곡중학교","03","공립","N","","25","5","9","","","2","","8","4","3","29","1","1","5","","15","15","","5","","73","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010900","01","S010001555","대방중학교","03","공립","N","","30","4","8","","4","","","","","9","20","1","1","2","","10","10","","1","","5","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010400","01","S010001556","동양중학교","03","사립","N","","17","","12","2","1","1","","","","5","10","1","1","","","3","2","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010600","01","S010001557","동작중학교","03","공립","N","","15","13","8","","1","","","3","2","7","29","1","1","2","","9","9","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010900","01","S010001558","문창중학교","03","공립","N","","18","11","","","","","","","","2","24","2","1","","","8","8","","3","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001559","미성중학교","03","공립","N","","20","4","11","","","1","","4","","3","20","1","1","","","6","6","","","","7","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001560","봉림중학교","03","공립","N","","","17","6","2","2","","","1","","11","7","1","1","1","","11","11","2","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001561","봉원중학교","03","공립","N","","22","6","19","","","","","2","","9","7","1","1","5","","","","29","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001562","사당중학교","03","공립","N","","20","3","9","","2","","","1","","4","16","1","1","3","","10","10","","1","","6","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010700","01","S010001563","상도중학교","03","공립","N","","20","3","9","","5","","","1","","4","26","1","1","1","","8","8","2","1","","10","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001564","상현중학교","03","공립","N","","22","3","10","","","","","1","","7","12","2","1","1","","7","7","1","1","","3","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001565","서울문영여자중학교","03","사립","N","","13","","3","2","1","","","","","2","10","","1","","","1","6","1","","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001567","성보중학교","03","사립","N","","21","10","2","","6","2","","","","7","11","","1","","","5","7","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001568","신관중학교","03","공립","N","","13","7","7","1","1","","","3","","5","20","1","1","","","5","5","","9","","3","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001569","삼성중학교","03","공립","N","","13","13","8","","1","","","3","","4","19","1","1","2","","10","10","","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010200","01","S010001570","신림중학교","03","공립","N","","17","7","7","","","","1","1","","7","17","1","1","6","","11","11","","2","5","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010001571","영등포중학교","03","공립","N","","13","","11","4","12","","","","","7","16","2","1","","","7","7","","1","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 관악구","1162010100","01","S010001572","인헌중학교","03","공립","N","","27","11","12","","11","","1","","","3","21","1","1","","","14","14","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010200","01","S010001573","장승중학교","03","공립","N","","26","1","5","1","1","","","2","","7","10","1","1","","","12","12","","","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010500","01","S010001575","중앙대학교사범대학부속중학교","03","사립","N","","27","","10","","","1","","3","","12","20","1","1","","","5","4","","1","1","1","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010001696","공릉중학교","03","공립","N","","32","","7","","","","","","","2","13","1","1","","","8","8","","1","","3","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001697","광운중학교","03","사립","N","","18","3","7","","3","","1","3","","4","11","","1","","","5","1","","2","","5","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010700","01","S010001698","노곡중학교","03","공립","N","","20","15","8","","1","","1","","","1","15","1","1","1","","9","9","","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001699","노원중학교","03","공립","N","","","27","19","1","3","","","","","9","23","1","1","2","","13","13","1","2","","","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001700","노일중학교","03","공립","N","","24","3","14","","2","1","","2","","10","7","","1","","","8","8","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001701","녹천중학교","03","공립","N","","19","8","15","","","1","","","","2","11","1","1","","","8","8","","","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010800","01","S010001702","도봉중학교","03","공립","N","","21","6","11","","1","","1","1","","7","16","1","1","6","","8","8","","2","2","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010600","01","S010001703","방학중학교","03","공립","N","","22","5","9","","15","","","","","11","7","1","1","","","10","10","","1","","5","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010001704","백운중학교","03","공립","N","","24","2","8","","3","","","1","","8","4","1","1","2","","9","9","1","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010800","01","S010001705","북서울중학교","03","공립","N","","22","3","15","1","","","","","2","4","23","2","1","1","","11","11","","2","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010400","01","S010001706","불암중학교","03","공립","N","","35","1","8","","","1","","3","","3","18","1","1","6","","10","10","","2","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001707","상경중학교","03","공립","N","","24","","12","2","4","1","","","","6","18","2","1","","","11","11","","","","17","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001708","상계제일중학교","03","공립","N","","27","6","9","","","1","","1","","3","12","1","1","1","","17","17","","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001709","상계중학교","03","공립","N","","30","5","9","1","3","","","2","","4","19","1","1","1","","10","10","","1","","3","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001710","상명중학교","03","사립","N","","27","","9","","1","1","","","1","8","9","1","1","","","8","8","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001711","상원중학교","03","공립","N","","21","5","9","","1","","","9","","2","28","2","1","6","","11","11","1","","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010001712","선덕중학교","03","사립","N","","26","6","7","","","","","3","","2","15","","1","4","","10","10","","","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001713","수락중학교","03","공립","N","","21","9","6","","1","1","","","1","3","17","1","1","4","","9","9","","","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010001714","신도봉중학교","03","공립","N","","22","5","6","3","12","","1","","","2","26","2","1","","","13","12","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010600","01","S010001715","신방학중학교","03","공립","N","","21","9","11","","","","1","4","","4","21","1","1","","","10","10","","1","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001716","신상중학교","03","공립","N","","2","18","9","4","6","","1","2","2","11","11","1","1","8","","11","11","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001717","신창중학교","03","공립","N","","","18","8","1","","","1","1","","5","18","1","1","","","10","10","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001718","염광중학교","03","사립","N","","18","","1","1","","1","","3","","1","7","","1","3","","3","2","","","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001719","온곡중학교","03","공립","N","","25","2","10","","","","","","","6","22","2","1","3","","10","10","","","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010200","01","S010001720","월계중학교","03","공립","N","","17","1","12","","1","","","2","","6","16","2","1","","","10","10","","1","","","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001721","재현중학교","03","사립","N","","24","4","10","","","","","2","","4","18","","1","2","","9","8","","2","2","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010500","01","S010001722","정의여자중학교","03","사립","N","","18","1","13","1","9","","1","","","4","11","1","1","","","4","9","1","","","6","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001723","중계중학교","03","공립","N","","32","2","9","","2","","","3","","","11","1","1","","","8","8","","1","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010600","01","S010001724","중원중학교","03","공립","N","","28","","7","2","7","","1","1","2","3","19","1","1","5","","6","6","","1","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010400","01","S010001725","중평중학교","03","공립","N","","30","2","8","","","","1","2","","2","18","1","1","2","","8","8","5","","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010600","01","S010001726","창동중학교","03","공립","N","","31","4","8","","3","","1","1","","3","21","1","1","1","","7","7","","4","","2","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010700","01","S010001727","창북중학교","03","공립","N","","26","2","14","","5","1","","2","","6","21","1","1","7","","10","8","","","","2","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 도봉구","1132010700","01","S010001728","창일중학교","03","공립","N","","30","1","11","","","","1","1","","4","17","1","1","12","","12","11","","","","1","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010500","01","S010001729","청원중학교","03","사립","N","","24","","1","3","1","","","","","2","7","","2","3","","7","7","","","","4","","","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010001730","태랑중학교","03","공립","N","","26","","11","","2","1","","","","3","17","1","1","6","","17","17","1","2","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010400","01","S010001731","하계중학교","03","공립","N","","38","","10","","1","","","3","2","7","23","1","1","2","","12","12","1","2","3","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시북부교육지원청","B100000315","서울특별시 노원구","1135010300","01","S010001732","한천중학교","03","공립","N","","27","5","12","","","","1","","2","5","31","1","1","8","","9","9","","","","","3","중","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012400","01","S010001924","경성중학교","03","사립","N","","15","12","5","","2","","","1","","1","12","2","1","","","4","1","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144011100","01","S010001925","광성중학교","03","사립","N","","","","4","","","","","3","","4","","1","","","","","","1","","","1","3","중","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010500","01","S010001926","구산중학교","03","공립","N","","26","5","8","","","1","","","","8","24","1","1","1","","10","10","","2","","4","","","2021"
